,entity_id,state,created
16881,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:40:42.960198
16882,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:40:42.958829
16883,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:40:42.956630
16884,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:40:37.547911
16887,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 18:40:37.543739
16889,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:40:37.530167
16890,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:40:37.529178
16891,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 18:40:37.527221
16893,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 18:40:37.521889
16897,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:39:04.084529
16898,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:39:04.083295
16900,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 18:39:04.079846
16906,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:39:00.838499
16907,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:39:00.837514
16908,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:39:00.835868
16910,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 18:38:04.171675
16911,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-15 18:38:04.170863
16912,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 18:38:04.169707
16913,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:37:34.079454
16914,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:37:34.078284
16916,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 18:37:34.076232
16918,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-15 18:37:34.073675
16924,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:37:30.833186
16925,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:37:30.831988
16926,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:37:30.830255
16928,device_tracker.chris_phone,not_home,2021-11-15 18:29:30.263759
16931,device_tracker.chris_phone,not_home,2021-11-15 18:25:53.787654
16939,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:23:51.346290
16940,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:23:51.345039
16941,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:23:51.342804
16942,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:23:48.496409
16943,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:23:48.495081
16945,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-15 18:23:48.491138
16951,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:22:21.339667
16952,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:22:21.338677
16953,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:22:21.336912
16954,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:22:18.503135
16957,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-15 18:22:18.499725
16959,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:22:18.485810
16960,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:22:18.484451
16962,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-15 18:22:18.481884
16964,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 18:22:18.477120
16966,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:21:53.501616
16967,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:21:53.500684
16969,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 18:21:53.497118
16971,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:20:23.503397
16972,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:20:23.502290
16973,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 18:20:23.500731
16975,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 18:20:23.498450
16977,device_tracker.chris_phone,not_home,2021-11-15 18:20:18.833417
16983,device_tracker.chris_phone,not_home,2021-11-15 18:04:17.018540
16985,device_tracker.chris_phone,not_home,2021-11-15 18:01:26.208514
16988,device_tracker.chris_phone,not_home,2021-11-15 17:59:13.382507
16990,weather.home,cloudy,2021-11-15 17:52:36.742105
16992,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 17:48:50.406932
16993,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 17:48:50.405202
16995,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 17:43:02.220798
16996,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 17:43:02.219132
16998,device_tracker.chris_phone,not_home,2021-11-15 17:41:01.592429
17003,device_tracker.chris_phone,not_home,2021-11-15 17:23:34.255990
17008,device_tracker.chris_phone,not_home,2021-11-15 17:14:17.594047
17011,device_tracker.chris_phone,not_home,2021-11-15 17:10:29.127739
17015,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 17:02:51.532333
17017,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 17:02:51.530543
17019,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-15 17:02:51.528057
17023,device_tracker.chris_phone,not_home,2021-11-15 16:59:08.493612
17025,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 16:53:48.364238
17026,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 16:53:48.362639
17028,device_tracker.chris_phone,not_home,2021-11-15 16:51:06.377254
17029,weather.home,cloudy,2021-11-15 16:50:36.781518
17030,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 16:48:00.071502
17031,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 16:48:00.069939
17033,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:47:10.368752
17034,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:47:10.367249
17036,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-15 16:47:10.363323
17053,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 16:46:56.721828
17054,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-15 16:46:56.720758
17055,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 16:46:56.719090
17058,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:45:40.353331
17059,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:45:40.351971
17060,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-15 16:45:40.349643
17062,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 16:45:40.344845
17079,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-15 16:45:26.703707
17080,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 16:45:26.702012
17081,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 16:45:26.699300
17096,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 16:43:42.766689
17097,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-15 16:43:42.765401
17098,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 16:43:42.763002
17099,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:43:39.891142
17100,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:43:39.890183
17102,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 16:43:39.886749
17119,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-15 16:42:12.761121
17120,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 16:42:12.760107
17121,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 16:42:12.759325
17122,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 16:42:12.758155
17123,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:42:09.878724
17124,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:42:09.877713
17126,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 16:42:09.875347
17128,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 16:42:09.873119
17132,device_tracker.chris_phone,not_home,2021-11-15 16:41:20.049977
17140,device_tracker.chris_phone,not_home,2021-11-15 16:29:36.974726
17143,device_tracker.chris_phone,not_home,2021-11-15 16:24:10.820756
17148,device_tracker.chris_phone,not_home,2021-11-15 16:18:07.598613
17151,device_tracker.chris_phone,not_home,2021-11-15 16:16:12.911354
17154,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:08:14.112905
17156,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 16:08:14.111132
17159,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 16:08:14.108307
17163,device_tracker.chris_phone,not_home,2021-11-15 16:05:51.016154
17168,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:02:55.232704
17169,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:02:55.231699
17171,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 16:02:55.227343
17174,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:01:25.217200
17175,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:01:25.215656
17177,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 16:01:25.212247
17179,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 16:01:25.208035
17181,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 16:01:20.403233
17182,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 16:01:20.402199
17184,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 16:01:20.398860
17187,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 15:59:50.401237
17188,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 15:59:50.400032
17191,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 15:59:50.395259
17194,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 15:58:48.340911
17195,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 15:58:48.338979
17202,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 15:49:40.784253
17203,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 15:49:40.782048
17206,device_tracker.chris_phone,not_home,2021-11-15 15:48:38.490661
17207,weather.home,cloudy,2021-11-15 15:48:36.777260
17214,device_tracker.chris_phone,home,2021-11-15 15:39:07.730605
17217,device_tracker.chris_phone,not_home,2021-11-15 15:37:22.577748
17226,device_tracker.chris_phone,not_home,2021-11-15 15:28:52.117550
17233,device_tracker.chris_phone,not_home,2021-11-15 15:21:20.721972
17238,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 15:13:44.574945
17240,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 15:13:44.573178
17242,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 15:13:44.570887
17246,device_tracker.chris_phone,not_home,2021-11-15 15:12:44.934259
17254,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 15:03:48.191488
17255,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 15:03:48.189546
17257,device_tracker.chris_phone,not_home,2021-11-15 15:03:38.416538
17263,device_tracker.chris_phone,not_home,2021-11-15 14:58:05.818583
17266,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 14:54:38.196272
17267,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 14:54:38.194608
17271,device_tracker.chris_phone,not_home,2021-11-15 14:51:26.573407
17274,device_tracker.chris_phone,not_home,2021-11-15 14:50:00.738317
17280,device_tracker.chris_phone,not_home,2021-11-15 14:47:11.701191
17281,weather.home,cloudy,2021-11-15 14:46:36.775846
17283,device_tracker.chris_phone,not_home,2021-11-15 14:46:01.602077
17289,device_tracker.chris_phone,not_home,2021-11-15 14:33:39.708610
17293,device_tracker.chris_phone,not_home,2021-11-15 14:28:44.348566
17298,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 14:18:43.679252
17299,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 14:18:43.677199
17301,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 14:18:43.674691
17306,device_tracker.chris_phone,not_home,2021-11-15 14:15:43.012702
17308,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 14:08:47.784863
17309,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 14:08:47.783179
17314,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 13:59:38.052071
17315,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 13:59:38.050449
17320,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 13:48:05.357835
17321,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 13:48:05.356518
17323,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 13:48:05.352872
17325,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 13:46:35.355166
17326,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 13:46:35.354121
17327,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 13:46:35.352031
17329,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 13:46:35.349707
17331,weather.home,cloudy,2021-11-15 13:44:36.780063
17335,device_tracker.chris_phone,home,2021-11-15 13:33:40.615975
17339,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 13:23:58.392001
17340,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 13:23:58.390587
17342,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 13:23:58.388298
17347,device_tracker.chris_phone,home,2021-11-15 13:18:39.873172
17349,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 13:13:48.415992
17350,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 13:13:48.414111
17355,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 13:04:36.964799
17356,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 13:04:36.962908
17360,device_tracker.chris_phone,home,2021-11-15 12:58:06.336198
17367,device_tracker.chris_phone,not_home,2021-11-15 12:45:52.852878
17369,weather.home,cloudy,2021-11-15 12:42:36.771017
17375,device_tracker.chris_phone,not_home,2021-11-15 12:30:02.687184
17383,device_tracker.chris_phone,not_home,2021-11-15 12:13:37.067072
17389,device_tracker.chris_phone,not_home,2021-11-15 11:58:07.261949
17391,device_tracker.chris_phone,home,2021-11-15 11:54:54.735319
17396,weather.home,partlycloudy,2021-11-15 11:40:36.741687
17400,device_tracker.chris_phone,home,2021-11-15 11:33:40.909694
17404,device_tracker.chris_phone,not_home,2021-11-15 11:27:24.387164
17406,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 11:23:47.360974
17407,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 11:23:47.359285
17411,device_tracker.chris_phone,not_home,2021-11-15 11:18:39.986844
17414,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 11:14:36.291688
17415,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 11:14:36.290034
17418,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 11:06:39.218199
17419,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 11:06:39.217203
17421,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 11:06:39.213310
17423,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 11:05:09.220182
17424,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 11:05:09.219229
17427,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 11:05:09.215478
17431,device_tracker.chris_phone,not_home,2021-11-15 11:00:18.124509
17434,device_tracker.chris_phone,not_home,2021-11-15 10:53:06.892282
17440,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 10:39:14.111912
17442,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 10:39:14.110191
17444,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 10:39:14.107779
17447,weather.home,partlycloudy,2021-11-15 10:38:36.742577
17450,device_tracker.chris_phone,not_home,2021-11-15 10:33:40.437449
17452,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 10:28:45.322638
17453,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 10:28:45.320960
17460,device_tracker.chris_phone,not_home,2021-11-15 10:18:08.530394
17462,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 10:16:15.212941
17463,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 10:16:15.211594
17465,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 10:16:15.207447
17468,device_tracker.chris_phone,not_home,2021-11-15 10:14:58.366508
17523,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 10:14:45.200176
17524,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 10:14:45.199127
17526,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-15 10:14:45.196480
17528,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 10:14:45.192127
17530,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 10:13:44.636728
17531,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 10:13:44.635690
17533,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 10:13:44.631242
17535,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 10:13:39.804238
17536,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 10:13:39.803024
17537,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 10:13:39.801430
17539,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 10:12:14.630979
17540,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 10:12:14.629147
17543,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 10:12:14.625524
17545,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 10:12:09.793731
17546,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 10:12:09.792660
17547,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 10:12:09.790956
17555,device_tracker.chris_phone,not_home,2021-11-15 09:58:57.126776
17556,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 09:58:38.730266
17557,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 09:58:38.728765
17558,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 09:58:38.726566
17559,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 09:58:36.305587
17560,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 09:58:36.304470
17562,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 09:58:36.299692
17564,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 09:57:08.725332
17565,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 09:57:08.723847
17566,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 09:57:08.721844
17567,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 09:57:08.720727
17568,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 09:57:08.719012
17569,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 09:57:06.302959
17570,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 09:57:06.301913
17571,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 09:57:06.299265
17573,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 09:57:06.296604
17575,device_tracker.chris_phone,not_home,2021-11-15 09:56:56.600350
17581,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 09:44:31.089350
17583,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-15 09:44:31.087271
17585,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 09:44:31.084697
17592,device_tracker.chris_phone,not_home,2021-11-15 09:38:25.034834
17594,device_tracker.chris_phone,not_home,2021-11-15 09:37:43.694478
17595,weather.home,partlycloudy,2021-11-15 09:36:36.746192
17598,device_tracker.chris_phone,not_home,2021-11-15 09:34:02.688523
17600,device_tracker.chris_phone,not_home,2021-11-15 09:32:36.803799
17601,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 09:32:16.167176
17602,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 09:32:16.165260
17606,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 09:24:34.145492
17607,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 09:24:34.143878
17610,device_tracker.chris_phone,home,2021-11-15 09:22:28.558736
17611,device_tracker.chris_phone,not_home,2021-11-15 09:19:16.569603
17630,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 09:15:06.464738
17631,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-15 09:15:06.463654
17632,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-15 09:15:06.461725
17633,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 09:15:01.817043
17634,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 09:15:01.815982
17636,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-15 09:15:01.811705
