,entity_id,state,created
12534,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 08:16:23.693210
12535,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 08:16:23.691626
12536,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 08:16:22.218236
12537,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 08:16:22.217199
12539,sensor.0x00158d00066941c9_illuminance_lux,47,2021-11-18 08:16:22.214990
12541,sensor.0x00158d00066941c9_illuminance_lux,42,2021-11-18 08:16:22.212674
12544,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 08:14:23.026839
12545,sensor.0x00158d0001e4ad46_illuminance_lux,28,2021-11-18 08:14:23.025828
12546,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-18 08:14:23.024701
12548,device_tracker.chris_phone,not_home,2021-11-18 08:14:10.733842
12551,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 08:11:21.233062
12553,sensor.0x00158d00066941c9_illuminance_lux,42,2021-11-18 08:11:21.231322
12556,sensor.0x00158d00066941c9_illuminance_lux,37,2021-11-18 08:11:21.228873
12559,device_tracker.chris_phone,not_home,2021-11-18 08:11:15.503823
12560,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 08:10:36.808792
12561,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 08:10:36.807327
12563,sensor.0x00158d00066941c9_illuminance_lux,37,2021-11-18 08:10:36.802299
12566,device_tracker.chris_phone,not_home,2021-11-18 08:10:33.749650
12567,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 08:10:28.154120
12568,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 08:10:28.153123
12569,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 08:10:28.151502
12571,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 08:09:06.803665
12574,sensor.0x00158d00066941c9_illuminance_lux,37,2021-11-18 08:09:06.800228
12576,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 08:09:06.798173
12577,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 08:09:06.797016
12579,sensor.0x00158d00066941c9_illuminance_lux,37,2021-11-18 08:09:06.795025
12581,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-18 08:09:06.792779
12583,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 08:08:58.157736
12584,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 08:08:58.156665
12585,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 08:08:58.155075
12592,device_tracker.chris_phone,not_home,2021-11-18 08:07:00.262099
12596,device_tracker.chris_phone,not_home,2021-11-18 08:04:15.373052
12599,device_tracker.chris_phone,not_home,2021-11-18 08:02:15.974947
12611,device_tracker.chris_phone,not_home,2021-11-18 07:50:05.118929
12623,device_tracker.chris_phone,not_home,2021-11-18 07:36:11.082582
12628,device_tracker.chris_phone,not_home,2021-11-18 07:29:53.340602
12631,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 07:27:35.447247
12632,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 07:27:35.446474
12633,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 07:27:35.444770
12638,weather.home,partlycloudy,2021-11-18 07:20:39.734528
12639,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 07:19:23.364441
12640,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-18 07:19:23.363682
12641,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-18 07:19:23.362535
12643,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 07:16:55.818565
12644,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-18 07:16:55.816240
12647,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-18 07:16:55.812439
12652,device_tracker.chris_phone,not_home,2021-11-18 07:06:34.446707
12658,device_tracker.chris_phone,not_home,2021-11-18 06:50:06.482759
12663,device_tracker.chris_phone,not_home,2021-11-18 06:35:56.734486
12665,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 06:32:32.686307
12666,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 06:32:32.684709
12668,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 06:21:54.324002
12671,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-18 06:21:54.318646
12673,weather.home,cloudy,2021-11-18 06:21:39.756632
12676,device_tracker.chris_phone,not_home,2021-11-18 06:19:39.686817
12682,device_tracker.chris_phone,not_home,2021-11-18 05:55:47.961004
12686,device_tracker.chris_phone,not_home,2021-11-18 05:45:07.775803
12690,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 05:37:31.253883
12691,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 05:37:31.252233
12693,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 05:29:20.320073
12694,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-18 05:29:20.319321
12695,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-18 05:29:20.318200
12698,device_tracker.chris_phone,not_home,2021-11-18 05:23:13.343719
12699,weather.home,cloudy,2021-11-18 05:22:39.746296
12702,device_tracker.chris_phone,not_home,2021-11-18 05:06:55.354473
12706,device_tracker.chris_phone,not_home,2021-11-18 04:50:04.630844
12709,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 04:42:30.891313
12710,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 04:42:30.889713
12711,device_tracker.chris_phone,not_home,2021-11-18 04:39:27.902689
12713,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 04:34:17.706264
12714,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-18 04:34:17.704725
12715,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 04:31:52.133807
12718,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-18 04:31:52.130164
12721,weather.home,cloudy,2021-11-18 04:23:39.759306
12723,device_tracker.chris_phone,not_home,2021-11-18 04:22:05.166774
12725,device_tracker.chris_phone,not_home,2021-11-18 04:06:54.586092
12732,device_tracker.chris_phone,not_home,2021-11-18 03:50:04.669888
12733,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 03:47:31.674636
12734,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 03:47:31.673074
12737,device_tracker.chris_phone,not_home,2021-11-18 03:39:27.174926
12738,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 03:39:18.957312
12739,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-18 03:39:18.956550
12740,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-18 03:39:18.955274
12743,weather.home,partlycloudy,2021-11-18 03:24:39.806508
12745,device_tracker.chris_phone,not_home,2021-11-18 03:23:25.739744
12747,device_tracker.chris_phone,not_home,2021-11-18 03:09:31.096941
12752,device_tracker.chris_phone,not_home,2021-11-18 02:53:01.209767
12753,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 02:52:30.880955
12754,sensor.bedroom_entrance_illuminance_lux,4,2021-11-18 02:52:30.880089
12755,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 02:52:30.878941
12758,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 02:44:17.962809
12759,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-18 02:44:17.961966
12760,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-18 02:44:17.960701
12761,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 02:41:51.297230
12762,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-18 02:41:51.295322
12764,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-18 02:41:51.292878
12767,device_tracker.chris_phone,not_home,2021-11-18 02:39:11.635178
12770,weather.home,partlycloudy,2021-11-18 02:25:39.809991
12773,device_tracker.chris_phone,not_home,2021-11-18 02:22:14.796704
12777,device_tracker.chris_phone,not_home,2021-11-18 02:19:50.951574
12785,device_tracker.chris_phone,not_home,2021-11-18 01:58:16.197387
12788,device_tracker.chris_phone,not_home,2021-11-18 01:55:23.872687
12791,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 01:49:17.409661
12792,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-18 01:49:17.408887
12793,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-18 01:49:17.407626
12795,device_tracker.chris_phone,not_home,2021-11-18 01:46:54.615063
12796,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 01:46:50.773210
12797,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-18 01:46:50.771742
12799,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:46:50.769091
12802,device_tracker.chris_phone,not_home,2021-11-18 01:39:25.863989
12806,weather.home,cloudy,2021-11-18 01:26:39.804311
12812,device_tracker.chris_phone,not_home,2021-11-18 01:20:04.462969
12818,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 01:19:09.270759
12819,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:19:09.269759
12820,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:19:09.268217
12827,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 01:18:05.159736
12828,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:18:05.158795
12830,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:18:05.155058
12832,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:17:39.248087
12833,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:17:39.245706
12834,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:16:35.145553
12835,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 01:16:35.144483
12837,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:16:35.141877
12839,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 01:16:35.136750
12841,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 01:16:08.746315
12842,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:16:08.745274
12844,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 01:16:08.741814
12846,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:15:16.308250
12847,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:15:16.306469
12848,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:15:16.291789
12849,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 01:15:16.289524
12850,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:15:16.286773
12874,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 01:15:10.238291
12875,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:15:10.237164
12876,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:15:10.235658
12900,device_tracker.chris_phone,not_home,2021-11-18 01:14:52.855830
12932,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:14:38.738067
12934,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 01:14:38.734780
12936,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:14:38.730026
12939,device_tracker.chris_phone,not_home,2021-11-18 01:14:11.153980
12940,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 01:13:40.237309
12941,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 01:13:40.236244
12942,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:13:40.234555
12943,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:13:36.639467
12946,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:13:36.630396
12948,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 01:13:36.627763
12949,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 01:13:36.626720
12951,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 01:13:36.624000
12953,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 01:13:36.621486
12955,device_tracker.chris_phone,not_home,2021-11-18 01:08:38.260634
12959,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 01:01:59.657271
12960,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 01:01:59.655590
12963,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-18 00:54:17.444604
12964,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-18 00:54:17.443818
12965,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-18 00:54:17.442618
12969,device_tracker.chris_phone,not_home,2021-11-18 00:53:28.966822
12971,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:52:31.949168
12972,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:52:31.948085
12973,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:52:31.945875
12974,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:52:28.967521
12975,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:52:28.966560
12977,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:52:28.963064
12979,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:52:02.356613
12980,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:52:02.355164
12982,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:52:02.352910
12985,device_tracker.chris_phone,not_home,2021-11-18 00:51:28.333063
12986,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:51:01.950730
12987,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:51:01.949137
12988,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:51:01.938664
12989,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:51:01.936905
12990,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:51:01.934261
13006,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:50:58.976733
13009,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:50:58.973034
13011,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:50:58.959040
13012,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:50:58.957547
13014,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:50:58.954659
13016,sensor.0x00158d00066941c9_illuminance_lux,29,2021-11-18 00:50:58.950036
13035,device_tracker.chris_phone,not_home,2021-11-18 00:49:22.647075
13036,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:48:39.007708
13037,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:48:39.006338
13038,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:48:39.004568
13039,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:47:55.289880
13040,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:47:55.288720
13042,sensor.0x00158d00066941c9_illuminance_lux,29,2021-11-18 00:47:55.284601
13044,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:47:08.989303
13045,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:47:08.987515
13046,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:47:08.984890
13047,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:46:56.521043
13048,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:46:56.519783
13049,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:46:56.517993
13050,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:46:25.267559
13053,sensor.0x00158d00066941c9_illuminance_lux,29,2021-11-18 00:46:25.261713
13055,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:45:26.513209
13056,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:45:26.511732
13057,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:45:26.501552
13058,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:45:26.499248
13059,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:45:24.462218
13061,sensor.0x00158d00066941c9_illuminance_lux,29,2021-11-18 00:45:24.459643
13063,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 00:45:24.454956
13066,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:44:04.381066
13067,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:44:04.379837
13069,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-18 00:44:04.375577
13071,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:44:04.370634
13073,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:44:02.636819
13074,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:44:02.635312
13075,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:44:02.625185
13076,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:44:02.623188
13077,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:44:02.620895
13078,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:43:56.541017
13079,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:43:56.540009
13080,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:43:56.538377
13081,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:43:13.105583
13082,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:43:13.104268
13084,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:43:13.100348
13088,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-18 00:42:26.529291
13089,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:42:26.527641
13090,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:42:26.525806
13091,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:41:43.100961
13092,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:41:43.100006
13094,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-18 00:41:43.097855
13096,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:41:43.093286
13098,device_tracker.chris_phone,not_home,2021-11-18 00:39:22.271197
13100,weather.home,partlycloudy,2021-11-18 00:27:39.757837
13102,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:20:04.947642
13103,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:20:04.946349
13105,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:20:04.941890
13107,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:18:34.954544
13110,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:18:34.950429
13112,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-18 00:18:34.949064
13113,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-18 00:18:34.948156
13115,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-18 00:18:34.945988
13117,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-18 00:18:34.943268
13120,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-18 00:05:22.003425
13121,sensor.bedroom_entrance_illuminance_lux,0,2021-11-18 00:05:22.001761
13124,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 23:59:17.617736
13125,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 23:59:17.616072
13126,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 23:57:28.925922
13128,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 23:57:28.924235
13130,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-17 23:57:28.921990
13134,device_tracker.chris_phone,not_home,2021-11-17 23:53:39.416411
13137,device_tracker.chris_phone,home,2021-11-17 23:49:14.895806
13139,device_tracker.chris_phone,not_home,2021-11-17 23:48:40.474033
13141,device_tracker.chris_phone,not_home,2021-11-17 23:45:14.962480
13144,device_tracker.chris_phone,not_home,2021-11-17 23:42:25.004094
13145,device_tracker.chris_phone,not_home,2021-11-17 23:38:39.792646
13148,weather.home,partlycloudy,2021-11-17 23:28:39.747174
13150,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 23:21:41.729771
13151,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 23:21:41.728546
13153,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-17 23:21:41.724955
13170,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 23:20:44.505595
13171,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 23:20:44.504169
13172,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 23:20:44.501764
13173,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 23:20:11.709926
13175,sensor.0x00158d00066941c9_illuminance_lux,64,2021-11-17 23:20:11.706754
13177,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 23:20:11.702108
13196,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 23:19:14.500146
13197,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 23:19:14.499108
13198,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 23:19:14.497480
13199,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 23:19:10.649032
13200,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 23:19:10.647787
13202,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 23:19:10.645525
13204,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 23:19:10.643164
13207,device_tracker.chris_phone,not_home,2021-11-17 23:17:48.606146
13209,device_tracker.chris_phone,not_home,2021-11-17 23:15:09.554557
13212,device_tracker.chris_phone,not_home,2021-11-17 23:13:39.437916
13214,device_tracker.chris_phone,not_home,2021-11-17 23:10:35.418725
13216,device_tracker.chris_phone,not_home,2021-11-17 23:09:49.656851
13218,device_tracker.chris_phone,not_home,2021-11-17 23:05:36.423410
13221,device_tracker.chris_phone,not_home,2021-11-17 23:03:44.375094
13222,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 23:03:19.611098
13223,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 23:03:19.609278
13227,device_tracker.chris_phone,not_home,2021-11-17 23:02:53.595485
13228,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 23:02:37.025210
13229,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 23:02:37.023235
13231,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 23:02:37.020090
13235,device_tracker.chris_phone,not_home,2021-11-17 22:58:09.597960
13237,device_tracker.chris_phone,not_home,2021-11-17 22:55:43.515625
13239,device_tracker.chris_phone,not_home,2021-11-17 22:49:00.059941
13241,device_tracker.chris_phone,not_home,2021-11-17 22:48:19.386695
13244,device_tracker.chris_phone,not_home,2021-11-17 22:47:16.752820
13261,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 22:42:00.873530
13262,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 22:42:00.872510
13263,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 22:42:00.870760
13264,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 22:41:56.848838
13265,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:41:56.847876
13267,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 22:41:56.844568
13281,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 22:40:30.876464
13282,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 22:40:30.874848
13283,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 22:40:30.872637
13284,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 22:40:30.871309
13285,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 22:40:30.870485
13286,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-17 22:40:30.869212
13287,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:40:26.866108
13290,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 22:40:26.862666
13292,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:40:26.848713
13293,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 22:40:26.847750
13295,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 22:40:26.845785
13297,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 22:40:26.843284
13299,device_tracker.chris_phone,not_home,2021-11-17 22:34:20.498641
13300,weather.home,partlycloudy,2021-11-17 22:29:39.752213
13307,device_tracker.chris_phone,not_home,2021-11-17 22:16:12.567827
13308,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 22:15:19.067205
13309,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 22:15:19.065655
13311,device_tracker.chris_phone,not_home,2021-11-17 22:13:25.434716
13312,device_tracker.chris_phone,not_home,2021-11-17 22:12:13.925051
13315,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 22:07:58.320315
13316,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:07:58.319417
13318,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 22:07:58.316062
13320,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:07:56.675668
13321,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 22:07:56.674232
13324,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 22:07:56.671645
13326,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 22:06:28.316350
13327,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 22:06:28.315351
13329,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 22:06:28.312075
13331,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-17 22:06:28.309480
13333,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 22:06:15.708917
13334,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-17 22:06:15.708162
13335,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 22:06:15.706987
13338,device_tracker.chris_phone,not_home,2021-11-17 21:56:50.389529
13342,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:53:32.665226
13343,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:53:32.663635
13345,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-17 21:53:32.660300
13351,device_tracker.chris_phone,not_home,2021-11-17 21:53:31.453007
13356,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 21:52:32.320908
13357,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-17 21:52:32.319894
13358,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 21:52:32.318311
13359,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:52:02.654896
13361,sensor.0x00158d00066941c9_illuminance_lux,22,2021-11-17 21:52:02.652713
13363,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 21:52:02.650259
13369,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-17 21:51:02.316013
13370,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 21:51:02.314935
13371,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 21:51:02.313268
13372,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:50:45.746814
